word,atom_id,embedding_score,a1_cosine,a1_margin,a1_l2,top2_atom,focus_rate
relief,ACT.lie_down,0.5486,0.769045,-0.095813,10.332365,SOC.defend,0.4351
riches,STA.wealth,0.7072,0.691669,-0.095815,9.807025,TIM.appear,0.5558
hotness,PRP.hot,0.7656,0.789574,-0.096096,7.660122,ELM.water,0.9211
protect,SOC.defend,0.4125,0.825503,-0.096793,5.650254,STA.comfort,0.4387
gain,ACT.obtain,0.4888,0.768484,-0.096968,6.423248,PER.smell,0.5053
seize,ACT.take,0.4389,0.831036,-0.097026,9.609792,STA.comfort,0.5547
categorization,COG.think,0.4663,0.710094,-0.097197,9.914232,COM.announce,0.8217
unnumberable,FND.numberless,0.4389,0.619807,-0.097292,13.901728,FND.unchanging,0.5882
composure,ACT.calm,0.4281,0.846137,-0.097294,8.874226,ABS.wise,0.7636
threat,STA.danger,0.5762,0.825982,-0.097429,13.919411,ACT.destroy,0.4674
march on,CHG.advance,0.6063,0.697127,-0.097494,12.947881,ACT.give,0.3899
booze,MAT.drink,0.4349,0.787539,-0.097751,8.010682,STA.illness,0.6602
fend for,SOC.defend,0.4437,0.840792,-0.097778,8.445825,PER.soundless,0.5751
drive,ACT.make,0.3167,0.778265,-0.097931,10.95295,CHG.begin,0.6469
prey,BEI.beast,0.5008,0.782614,-0.097936,7.458222,ELM.night,0.4852
break,ACT.stop,0.676,0.786402,-0.098081,10.215562,CHG.decay,0.4276
singular,SOC.individual,0.3273,0.845373,-0.098221,11.14054,PRP.single,0.5832
lead,ACT.move,0.4895,0.793643,-0.098363,14.425069,ACT.agitate,0.5379
shiny,PRP.bright,0.3762,0.763411,-0.098364,13.727752,PRP.blunt,0.4966
water,MAT.drink,0.5324,0.85388,-0.098432,9.51538,PER.untouched,0.5173
optic,BOD.eye,0.6176,0.79229,-0.09863,14.971485,BEI.root,0.425
position,SPC.place,0.3606,0.78308,-0.098721,7.978742,EXS.matter,0.7929
support,ACT.give,0.3559,0.780594,-0.099256,13.324909,COM.teach,0.5546
brownout,ELM.darkness,0.6826,0.842438,-0.099276,7.301141,SOC.homeless,0.5141
despite,EMO.contempt,0.5527,0.829494,-0.099295,9.936376,WLD.uncultured,0.5828
aeonian,FND.temporality,0.6493,0.75362,-0.099657,11.287344,FND.numberless,0.6093
remain firm,ACT.stand,0.4487,0.86209,-0.099744,11.710679,PER.untouched,0.4751
divide,COG.separate,0.8948,0.796321,-0.099908,6.280145,ACT.dissolve,0.3968
present tense,TIM.now,0.3502,0.544732,-0.099966,14.344499,FND.information,0.6255
feminine,BEI.female,0.5457,0.738452,-0.099973,8.766225,EMO.patience,0.7402
move,ACT.move,0.5912,0.762852,-0.100076,13.064127,PRP.shallow,0.5108
preparation,FND.mind,0.4768,0.848973,-0.100131,9.377569,COG.enlightenment,0.5468
come alive,SOC.awake,0.4039,0.768586,-0.100136,15.482711,EXS.vitality,0.4275
progress,CHG.advance,0.6063,0.599361,-0.10014,7.417029,PRP.multiple,0.4797
buy the farm,ACT.exit,0.331,0.819478,-0.100275,19.622699,EXS.death,0.3572
obstructor,SOC.obstruct,0.4345,0.793455,-0.100309,10.542179,ECO.price,0.88
smoothness,PRP.smooth,0.5327,0.785096,-0.100373,10.068575,PRP.blunt,0.5692
receive,PER.feel,0.4439,0.797217,-0.100412,10.175145,EMO.compassion,0.5854
nutrition,MAT.food,0.5437,0.800976,-0.10054,11.764021,EXS.death,0.6912
thaw,ACT.dissolve,0.4236,0.780415,-0.100682,8.284896,ELM.water,0.9594
woods,BEI.plant,0.4514,0.681233,-0.10102,11.58363,NAT.sea,0.5462
point,PRP.sharp,0.5985,0.856355,-0.101098,5.7982,PER.see,0.4378
tiddler,BEI.child,0.4111,0.744936,-0.101204,9.451226,BEI.parent,0.4596
pass off,ACT.emit,0.4325,0.72826,-0.101426,9.690801,ELM.wind,0.721
identity,REL.same,0.5322,0.757305,-0.101496,8.284327,ABS.responsibility,0.4259
picture,WLD.art,0.5456,0.793704,-0.101501,10.151291,FND.mind,0.4759
water,MAT.food,0.3868,0.721376,-0.101641,14.686694,FND.body,0.6163
unplumbed,PRP.deep,0.5435,0.63093,-0.101737,6.909501,VAL.sacred,0.4165
inherent aptitude,FND.intuition,0.356,0.852277,-0.101841,8.391658,PRP.single,0.8911
unloose,ABS.release,0.6473,0.811714,-0.101854,8.807096,PRP.soft,0.4734
fanny,ACT.sit,0.5683,0.819695,-0.102316,8.378045,PER.salty,0.9683
heighten,ACT.rise,0.3309,0.794274,-0.102463,8.609652,COG.separate,0.3617
drop curtain,ACT.descend,0.3268,0.680098,-0.102501,11.840635,ELM.wind,0.6764
oppressive,EMO.unhappiness,0.4191,0.768489,-0.10259,15.915022,VAL.evil,0.3979
yack,BOD.mouth,0.3911,0.784331,-0.102732,7.866553,STA.illness,0.5532
occupation,SOC.work,0.3799,0.798732,-0.102871,11.150716,ABS.exempt,0.4182
desert,ACT.leave,0.4453,0.819002,-0.102894,11.441328,ACT.abandon,0.7526
prolonged,PRP.long,0.4061,0.483777,-0.103133,7.412676,TIM.period,0.8875
shadow,ELM.darkness,0.6134,0.713589,-0.103391,9.501813,ABS.bound,0.5126
joyousness,EMO.joy,0.7117,0.644462,-0.103642,11.754115,STA.peace,0.5755
immatureness,PRP.young,0.4912,0.772117,-0.103724,10.559721,TIM.moment,0.3289
go through,SOC.pass,0.3445,0.863415,-0.103735,9.614051,ACT.stand,0.6993
go up,ACT.ascend,0.4248,0.823974,-0.104099,7.486553,PRP.sharp,0.5202
employment,SOC.work,0.4524,0.607351,-0.104155,8.178782,WLD.unskilled,0.7552
gossip,BOD.mouth,0.3691,0.705922,-0.104172,16.643831,COM.speak,0.3375
huckster,ECO.sell,0.4797,0.783918,-0.104214,17.764698,WLD.artless,0.4606
head,FND.mind,0.5703,0.826846,-0.104595,7.731675,COG.enlightenment,0.5537
persistency,CHG.stay,0.3765,0.818236,-0.104605,9.693825,PRP.single,0.6329
mold,WLD.art,0.4709,0.807039,-0.105253,9.251625,STA.healing,0.8525
project,SOC.work,0.4719,0.46082,-0.105513,10.080587,CHG.begin,0.7129
auricular,BOD.ear,0.5508,0.783813,-0.105602,10.18684,SPC.outside,0.709
simulated,VAL.falsehood,0.4696,0.635055,-0.105606,9.343221,STA.wound,0.5385
courage,EMO.courage,0.508,0.834676,-0.105645,9.630477,FND.consciousness,0.656
land,WLD.realm,0.3552,0.769165,-0.105714,8.408662,SOC.city,0.462
historic,FND.history,0.5618,0.75422,-0.105816,9.924421,FND.language,0.5543
present,TIM.now,0.6382,0.672278,-0.105839,5.996011,PRP.easy,0.477
somebody,SOC.individual,0.4245,0.821775,-0.105861,9.05699,ACT.sit,0.8469
ego,FND.mind,0.7982,0.826841,-0.105901,11.259609,EMO.sorrow,0.7098
vocalizing,BOD.mouth,0.3614,0.750108,-0.105964,12.627069,COM.secret,0.4095
rear,ACT.sit,0.5683,0.805376,-0.106028,12.657737,ACT.give,0.4937
area,WLD.realm,0.3851,0.641345,-0.106099,6.4858,SOC.village,0.4255
evening,ELM.night,0.6517,0.666296,-0.106161,13.070314,ELM.morning,0.6062
translation,ACT.move,0.5475,0.853394,-0.106279,6.163718,PRP.clean,0.3743
sect,WLD.religion,0.652,0.779352,-0.106327,7.139715,WLD.culture,0.393
garment,MAT.clothing,0.6211,0.877229,-0.10647,10.90004,PER.untouched,0.4558
abidance,CHG.stay,0.4831,0.76924,-0.107004,13.923638,COG.instinct,0.5263
truss,ABS.bound,0.3074,0.766073,-0.107108,14.489373,STA.healing,0.5546
cash in one's chips,ACT.exit,0.331,0.724009,-0.107423,13.292035,LOG.cause,0.7224
odorize,PER.fragrance,0.5403,0.727083,-0.107613,10.689402,ACT.emit,0.5019
truce,STA.peace,0.7031,0.649872,-0.107682,12.818692,ABS.release,0.487
unloosen,ABS.release,0.6473,0.785982,-0.107935,7.987166,STA.healing,0.4229
space,SPC.place,0.3178,0.828377,-0.108293,8.528702,PRP.strong,0.8808
inebriant,MAT.drink,0.5441,0.822555,-0.10849,13.603031,ACT.agitate,0.5569
swearing,COM.speak,0.429,0.685242,-0.108505,9.056903,SOC.criticize,0.4495
haphazardness,PER.sound,0.4105,0.605537,-0.108615,9.750382,PRP.dirty,0.8667
innate,COG.unlearned,0.6021,0.827232,-0.108757,8.027306,FND.languageless,0.6591
break up,ACT.dissolve,0.6401,0.815074,-0.108785,13.014332,STA.war,0.5976
aromatize,PER.smell,0.5515,0.778585,-0.108874,9.526046,ACT.emit,0.5938
wickedness,VAL.ugliness,0.4686,0.844922,-0.108964,9.389456,EMO.worry,0.7018
set,COM.conduct,0.3213,0.741993,-0.109033,6.089855,TIM.period,0.3053
nourishment,MAT.food,0.5437,0.708505,-0.109691,17.961162,EXS.life,0.5061
rectify,VAL.correct,0.6616,0.715433,-0.110725,6.865899,FND.information,0.7009
eatable,MAT.food,0.715,0.80351,-0.110831,10.239063,BEI.root,0.712
promote,CHG.advance,0.4369,0.485865,-0.110972,13.569016,FND.transformation,0.5216
nomenclature,FND.language,0.4477,0.661115,-0.111087,10.910164,FND.history,0.7032
resolve,ACT.dissolve,0.5047,0.812625,-0.11113,12.229089,PRP.weak,0.4622
take leave,ACT.exit,0.4159,0.859592,-0.111156,11.44264,PER.odorless,0.5896
place,SPC.place,0.4604,0.855723,-0.111778,4.89633,PRP.light,0.654
dirty,ELM.earth,0.3869,0.738886,-0.111858,9.516774,PRP.dirty,0.8464
retail,ECO.sell,0.5546,0.758956,-0.112013,7.359414,SOC.village,0.3185
offer,ACT.give,0.5481,0.816562,-0.112128,5.916048,SOC.request,0.4683
cockcrow,ELM.morning,0.5935,0.796696,-0.112384,8.485393,ELM.moon,0.51
unmistakable,WLD.artless,0.3789,0.704057,-0.112655,8.168213,ABS.foolish,0.5774
universal,PRP.whole,0.3584,0.617625,-0.112697,19.970329,SPC.inside,0.3577
seem,TIM.appear,0.3111,0.552514,-0.113073,11.300762,WLD.unskilled,0.6687
larn,COG.learn,0.4896,0.725708,-0.113204,8.48907,FND.uninformed,0.7312
conceptual,ACT.create,0.352,0.746032,-0.11323,10.415393,FND.mind,0.5801
confide,COM.secret,0.5319,0.80877,-0.113359,15.273343,EMO.love,0.6664
corpuscle,EXS.matter,0.4269,0.808869,-0.11339,14.928418,FND.spatiality,0.483
gambol,FND.play,0.403,0.779954,-0.113515,11.893805,PER.fragrance,0.5678
reclaim,ACT.obtain,0.5449,0.797609,-0.113543,8.846825,STA.healing,0.4557
perseveration,CHG.stay,0.3722,0.62866,-0.113627,10.573115,ABS.exempt,0.5077
boundary,ABS.bound,0.4507,0.557351,-0.113773,8.420122,SOC.official,0.494
jaw,BOD.mouth,0.5381,0.821142,-0.113925,11.117038,NAT.tree,0.6299
relieve,ABS.exempt,0.6488,0.769442,-0.113974,9.989643,EMO.like,0.8386
stir up,ACT.agitate,0.4331,0.661216,-0.114115,14.183923,COM.conflict,0.6251
rima oris,BOD.mouth,0.5272,0.782087,-0.114364,12.104136,FND.body,0.5261
design,COG.intention,0.6051,0.715792,-0.114494,14.829179,COM.teach,0.4895
dimout,ELM.darkness,0.6826,0.631261,-0.114744,9.348559,ELM.fire,0.3279
clothing,MAT.clothing,0.6394,0.810866,-0.114745,10.631409,STA.comfort,0.5624
condescend,ACT.descend,0.3569,0.743977,-0.114909,8.138937,ACT.lose,0.4505
ego,FND.consciousness,0.6562,0.819442,-0.114987,8.431521,COG.mindless,0.9783
reply,COM.answer,0.445,0.795237,-0.115009,15.58101,COM.question,0.6272
stock,ECO.income,0.3875,0.727377,-0.115093,9.70412,PRP.multiple,0.6523
vast,PRP.large,0.4277,0.819641,-0.116108,10.255286,WLD.outer_realm,0.5166
peddle,ECO.sell,0.4797,0.861342,-0.116312,11.363866,PRP.small,0.651
line up,ACT.obtain,0.6033,0.698267,-0.116543,8.263831,ACT.build,0.4697
discharge,EXS.void,0.5335,0.644585,-0.1177,8.330995,EXS.matter,0.6332
breathe,ACT.emit,0.4325,0.698604,-0.11778,19.670914,SOC.sleep,0.3577
house,SOC.family,0.4049,0.803306,-0.117823,13.060241,SOC.village,0.68
national,SPC.inside,0.465,0.708181,-0.117861,8.339514,WLD.religion,0.952
plain,EMO.manifest,0.4173,0.765172,-0.117915,6.663121,PRP.shallow,0.3361
the true,VAL.truth,0.5563,0.816274,-0.118294,13.53171,EXS.spirit,0.4777
impoverishment,STA.poverty,0.5721,0.639011,-0.118303,11.141166,PRP.murky,0.5153
crack up,STA.illness,0.4013,0.801661,-0.118383,10.261349,EMO.worry,0.7918
working class,FND.labor,0.5229,0.767103,-0.118695,11.25852,FND.spatiality,0.4265
location,ACT.move,0.4292,0.677431,-0.118702,12.914899,NAT.sea,0.565
arouse,SOC.awake,0.4039,0.774536,-0.118715,8.154671,ACT.agitate,0.372
rattle on,BOD.mouth,0.3911,0.787425,-0.118907,8.499153,WLD.artless,0.6017
drop dead,ACT.exit,0.331,0.721819,-0.118943,17.625406,EXS.death,0.4622
dispute,PRP.difficult,0.3257,0.769243,-0.119175,6.019404,COM.conflict,0.3504
differ,REL.different,0.4749,0.650822,-0.119207,8.270907,REL.alone,0.4968
draw back,CHG.retreat,0.4452,0.770358,-0.119575,7.088939,PRP.strong,0.6111
sack,ABS.release,0.3531,0.772523,-0.119929,11.338648,SOC.refuse,0.8468
depart,ACT.exit,0.4789,0.81538,-0.119978,15.082072,SPC.direction,0.5527
life force,EXS.vitality,0.4414,0.798486,-0.120051,12.357055,EXS.spirit,0.4471
hurrying,PRP.fast,0.4131,0.754501,-0.120116,9.943221,PRP.blunt,0.4579
aromatise,PER.smell,0.5515,0.751256,-0.120123,9.980592,STA.healing,0.3346
seal,SOC.official,0.4713,0.752293,-0.120298,13.317839,WLD.technique,0.4096
closeness,PRP.near,0.555,0.508318,-0.120323,13.123147,REL.together,0.6659
discipline,WLD.technique,0.475,0.744602,-0.120413,9.398856,COG.instinct,0.4798
vigor,EXS.vitality,0.4195,0.817547,-0.120787,7.145404,FND.consciousness,0.5395
feelings,PER.feel,0.4861,0.803639,-0.120794,10.370245,EMO.apology,0.554
hereditary disease,STA.illness,0.4056,0.661838,-0.120888,18.505593,SOC.stateless,0.4101
take,ACT.take,0.4075,0.774707,-0.120989,11.874873,TIM.come,0.6128
fictionalization,ACT.make,0.3614,0.679161,-0.121025,14.518849,EMO.apology,0.6131
forgetful,COG.mindless,0.3732,0.815132,-0.121028,7.411749,COG.ignorance,0.4204
contradiction in terms,VAL.falsehood,0.4862,0.771185,-0.121207,10.440307,PRP.impossible,0.7239
drape,MAT.clothing,0.5231,0.731839,-0.121238,10.562711,PRP.rough,0.7888
experiment,COM.question,0.3618,0.72334,-0.121701,8.351172,FND.uninformed,0.6072
delay,PRP.slow,0.4259,0.644668,-0.121833,8.604877,VAL.incorrect,0.3297
split up,COG.separate,0.3917,0.702066,-0.122056,8.349239,STA.war,0.5497
wood,BEI.plant,0.4514,0.825624,-0.122077,10.620539,PRP.part,0.5834
drop,ECO.withdraw,0.4221,0.743971,-0.122102,10.024682,FND.uninformed,0.6383
expression,EMO.manifest,0.4445,0.783244,-0.12215,9.635687,EMO.love,0.5717
quarry,BEI.beast,0.5008,0.834717,-0.122231,11.416715,PRP.far,0.7277
victuals,MAT.food,0.715,0.774016,-0.122304,7.821067,NAT.sea,0.7985
dull,PRP.slow,0.5452,0.766794,-0.122374,6.858856,STA.illness,0.5829
concede,ACT.give,0.4899,0.792765,-0.122729,6.929035,ABS.release,0.3073
follow,TIM.come,0.3427,0.733933,-0.12302,8.183544,ABS.bound,0.3576
fund,ECO.save,0.6341,0.682727,-0.123243,14.932371,COG.instinct,0.5371
transition,ACT.move,0.5663,0.681411,-0.123326,8.982706,ACT.stop,0.4057
criticise,SOC.criticize,0.6115,0.707382,-0.123348,13.523275,ABS.release,0.5936
religious order,WLD.religion,0.652,0.759798,-0.123578,11.442113,WLD.realm,0.564
response,COM.answer,0.445,0.802785,-0.123974,9.829707,FND.language,0.4418
caper,FND.play,0.5282,0.805524,-0.124297,12.773126,WLD.art,0.6837
memorization,COG.learn,0.4254,0.746257,-0.124702,10.428823,FND.uninformed,0.759
unsmooth,PRP.rough,0.465,0.797065,-0.124855,10.177616,ACT.emit,0.7543
secular,VAL.profane,0.5509,0.656825,-0.124897,7.999472,VAL.sacred,0.5642
narrowing,PRP.narrow,0.7085,0.85874,-0.124962,5.841149,PER.odorless,0.5748
leave,ACT.give,0.3589,0.704968,-0.125057,7.899644,COM.cooperate,0.6265
oral cavity,BOD.mouth,0.5272,0.795828,-0.125155,11.826963,EXS.physical_body,0.5116
senescent,PRP.aged,0.6089,0.807446,-0.125328,9.319269,PER.untouched,0.7142
accuracy,VAL.truth,0.4741,0.744701,-0.125724,10.648826,FND.history,0.7085
soil,ELM.earth,0.6677,0.765705,-0.125876,7.864218,PER.stench,0.7926
imaginative,ACT.make,0.3548,0.72385,-0.125879,11.026409,FND.mind,0.6441
logical thinking,FND.mind,0.5553,0.806733,-0.126225,11.967406,FND.number,0.6147
game,FND.play,0.5278,0.75066,-0.126368,11.191574,SOC.defend,0.3853
psyche,FND.mind,0.5703,0.82503,-0.126426,10.316918,PRP.single,0.6583
terminology,FND.language,0.4477,0.432869,-0.126521,9.648574,WLD.culture,0.5242
answer,COM.answer,0.5956,0.775295,-0.127156,12.371635,FND.memory,0.4956
resolution,COM.answer,0.5152,0.562593,-0.127197,10.274111,COM.question,0.452
current,NAT.river,0.5845,0.773286,-0.127587,12.619675,SOC.sleep,0.5001
give-up the ghost,ACT.exit,0.331,0.81363,-0.127931,18.11601,EXS.death,0.4828
numerical,FND.number,0.6464,0.686173,-0.128155,8.093824,FND.uninformed,0.5219
nefariousness,VAL.ugliness,0.4686,0.810723,-0.128339,9.351661,VAL.evil,0.6298
proclamation,COM.announce,0.5169,0.41022,-0.128986,11.347967,WLD.secular,0.6333
vividness,PRP.bright,0.4897,0.744426,-0.129037,7.255755,VAL.beauty,0.8775
leave,ACT.exit,0.4922,0.830674,-0.129215,13.775748,PER.untouched,0.4044
past tense,TIM.past,0.5241,0.643351,-0.129375,9.790145,TIM.period,0.3678
berth,SOC.work,0.3673,0.773675,-0.12953,7.431532,ABS.exempt,0.5468
mote,EXS.matter,0.4269,0.775285,-0.129774,9.345669,ACT.sit,0.785
tattle,BOD.mouth,0.3326,0.755269,-0.130174,20.059862,COM.conduct,0.4765
evident,EMO.manifest,0.4513,0.6927,-0.130278,8.433376,PRP.shallow,0.8188
condescend,EMO.contempt,0.5433,0.73147,-0.130445,11.357484,EMO.trust,0.5898
value,ECO.price,0.564,0.720373,-0.130579,9.63613,FND.uninformed,0.5872
brightness,PRP.bright,0.5935,0.547537,-0.130844,11.308393,ACT.build,0.5631
commove,ACT.agitate,0.5961,0.721091,-0.130982,8.403706,COM.conflict,0.5073
toast,MAT.drink,0.3236,0.718199,-0.131308,9.96205,ACT.agitate,0.3934
grow,ACT.obtain,0.4257,0.723676,-0.131481,6.940313,ACT.stop,0.3115
fraction,COG.separate,0.5102,0.71122,-0.131641,7.887043,WLD.science,0.3761
jagged,PRP.rough,0.4887,0.78805,-0.131822,10.797401,SPC.outside,0.6849
draw close,TIM.come,0.4407,0.784434,-0.131991,12.00634,EMO.love,0.6004
monsoon,ELM.wind,0.6246,0.71147,-0.132085,11.42919,ELM.morning,0.4574
soul,SOC.individual,0.4245,0.807253,-0.132331,13.844379,FND.consciousness,0.474
witness,PER.see,0.615,0.786844,-0.13237,8.810453,COG.learn,0.7995
dietetic,MAT.food,0.5134,0.780955,-0.132519,9.32726,SPC.direction,0.4663
conquer,ACT.take,0.4389,0.722938,-0.132582,16.179628,STA.war,0.3475
dietetical,MAT.food,0.5134,0.711678,-0.133297,9.111842,ACT.abandon,0.4784
tranquillity,PER.soundless,0.4345,0.807209,-0.133431,7.97694,VAL.good,0.3926
placid,ACT.calm,0.3563,0.743747,-0.133492,9.149065,VAL.beauty,0.678
farness,PRP.far,0.7575,0.668432,-0.13383,8.997806,SOC.public,0.5906
simple,PRP.easy,0.4967,0.472481,-0.133978,7.323508,VAL.sacred,0.3882
verbalise,BOD.mouth,0.3943,0.769759,-0.134233,13.838617,FND.language,0.4688
cat's-paw,MAT.tool,0.415,0.824643,-0.134295,13.464428,PER.untouched,0.4045
tone,PER.sound,0.6005,0.726553,-0.135111,8.345591,ELM.wind,0.7113
freestanding,COG.separate,0.3123,0.741544,-0.135379,8.293856,PRP.long,0.8125
intoxicant,MAT.drink,0.5441,0.782502,-0.135424,18.122193,VAL.profane,0.4356
innovation,ACT.make,0.6396,0.685033,-0.135842,18.047731,PRP.new,0.3754
life,EXS.life,0.6096,0.80319,-0.136163,8.687779,BOD.eye,0.6051
result,COM.answer,0.4459,0.780891,-0.136632,16.62487,FND.language,0.4632
verity,VAL.truth,0.5563,0.765141,-0.137042,7.124068,FND.numberless,0.3898
complete,PRP.whole,0.4982,0.770114,-0.137616,11.387158,STA.comfort,0.6645
acquire,ACT.obtain,0.5143,0.703358,-0.13789,15.210946,STA.comfort,0.5379
worldly,VAL.profane,0.439,0.795958,-0.138068,8.455673,VAL.beauty,0.5629
utterance,COM.speak,0.6428,0.77051,-0.138382,14.884727,FND.memory,0.5219
racket,PER.sound,0.6562,0.817869,-0.138559,9.033065,PRP.murky,0.6898
symmetry,FND.spatiality,0.3246,0.704238,-0.138701,15.63039,WLD.realm,0.5358
quietus,ACT.lie_down,0.3869,0.803241,-0.138756,12.107844,EXS.death,0.4606
answer,EXS.being,0.4608,0.744044,-0.138826,8.049272,COM.question,0.3667
calling,SOC.work,0.5198,0.791867,-0.139142,9.702098,EXS.spirit,0.4399
go out,ACT.exit,0.4922,0.820736,-0.139194,11.967167,PER.untouched,0.4609
reflex,COG.mindless,0.6668,0.752849,-0.139201,11.247994,PRP.blunt,0.6817
atomic,EXS.matter,0.48,0.778553,-0.13932,12.357298,BOD.hip,0.6639
interrogate,EMO.doubt,0.3897,0.756392,-0.13934,11.683606,ACT.calm,0.5264
system,WLD.technique,0.5959,0.686012,-0.139641,8.98356,WLD.realm,0.5146
solve,COM.answer,0.4848,0.724343,-0.13994,13.002712,COM.question,0.6069
tastelessness,PER.tasteless,0.814,0.745863,-0.140179,8.951021,PRP.shallow,0.4601
speculative,COG.think,0.4125,0.712685,-0.140242,9.382866,PRP.easy,0.5772
decelerate,PRP.slow,0.3681,0.747519,-0.14062,12.688516,ACT.stand,0.5076
route,ACT.move,0.3485,0.568096,-0.141337,9.920938,FND.spatiality,0.1338
set off,ACT.leave,0.4214,0.708815,-0.14138,10.569711,TIM.appear,0.5463
boundless,FND.numberless,0.4621,0.758907,-0.14163,13.487409,FND.unchanging,0.4622
national,SOC.citizen,0.4763,0.775306,-0.141993,17.295965,SOC.public,0.3799
remedial,STA.healing,0.4551,0.80719,-0.142113,13.01243,COG.enlightenment,0.58
head,SPC.direction,0.6179,0.717589,-0.142719,6.937071,ACT.obtain,0.3365
unconscious,FND.unconscious,0.6565,0.7939,-0.142763,14.090182,FND.consciousness,0.5281
frolic,FND.play,0.403,0.700364,-0.1431,10.320802,PRP.near,0.4898
feasible,PRP.possible,0.4509,0.736645,-0.143135,5.781847,WLD.science,0.3297
tool,ACT.give,0.4274,0.724093,-0.143758,8.149254,EXS.matter,0.811
waste product,ECO.waste,0.6224,0.657004,-0.144016,12.340195,BOD.foot,0.7241
spread,SOC.homeless,0.4584,0.675367,-0.144329,7.295529,CHG.decay,0.341
remote control,PRP.far,0.3529,0.802141,-0.144403,15.024926,SPC.direction,0.605
water,ELM.water,0.4051,0.727538,-0.144471,13.747065,ELM.night,0.4432
chit-chat,BOD.mouth,0.3691,0.546917,-0.144513,14.113993,PRP.near,0.4093
meat,MAT.food,0.4559,0.728286,-0.144549,9.778715,NAT.sea,0.7007
now,TIM.now,0.4261,0.709568,-0.145004,6.20098,PRP.easy,0.4813
greenback,ECO.currency,0.5148,0.703763,-0.145648,11.133516,STA.comfort,0.6006
croak,ACT.exit,0.331,0.757977,-0.145676,8.927567,PRP.blunt,0.6602
dim,ELM.darkness,0.4409,0.71276,-0.146002,9.243376,PRP.blunt,0.6374
animation,EXS.vitality,0.6116,0.694458,-0.146274,8.379547,COG.enlightenment,0.4285
go up,TIM.come,0.4407,0.75434,-0.146667,7.505599,ACT.emit,0.4139
campfire,ELM.fire,0.568,0.735483,-0.146673,10.949318,PRP.near,0.8591
rumination,COG.think,0.4149,0.721076,-0.14682,12.877864,EMO.shame,0.4845
progression,CHG.advance,0.6062,0.691991,-0.146929,6.996677,TIM.past,0.7198
eternal sleep,ACT.lie_down,0.3869,0.785424,-0.147185,15.768719,EXS.death,0.4702
monetary value,ECO.price,0.5546,0.758505,-0.147242,8.306704,ABS.wise,0.5631
hereditary condition,STA.illness,0.4056,0.643977,-0.148027,18.153177,COG.ignorance,0.3963
globe,ELM.earth,0.3377,0.756112,-0.148365,13.218277,WLD.outer_realm,0.4805
take in,ECO.earn,0.3925,0.739752,-0.148443,11.536738,STA.comfort,0.5487
unsanctified,VAL.profane,0.454,0.688947,-0.148463,7.653796,VAL.sacred,0.4059
lengthened,PRP.long,0.4061,0.686119,-0.148566,6.822221,SOC.city,0.3783
stain,ELM.earth,0.3222,0.728978,-0.148629,7.861283,PRP.dirty,0.5961
song,COM.speak,0.3703,0.752376,-0.148764,12.429798,STA.healing,0.4673
vocal,BOD.mouth,0.4336,0.804799,-0.149377,9.012613,PER.untouched,0.6
unconscious mind,FND.unconscious,0.4904,0.725682,-0.149529,12.728194,FND.memory,0.6885
moment,TIM.moment,0.5555,0.746222,-0.149774,7.718561,FND.intuition,0.3371
disband,ACT.dissolve,0.4593,0.676531,-0.150232,11.190053,COM.conduct,0.5089
allow,ACT.leave,0.4095,0.771528,-0.150653,8.634357,BOD.eye,0.585
multiple,PRP.multiple,0.4026,0.669114,-0.150801,10.977748,FND.language,0.6315
aromatise,PER.fragrance,0.5519,0.716547,-0.151161,9.212964,ACT.make,0.5576
preserve,SOC.defend,0.4639,0.695156,-0.151199,12.292323,FND.body,0.4316
label,COM.announce,0.3243,0.627863,-0.15148,9.598063,FND.information,0.8037
provide,ACT.leave,0.4095,0.671649,-0.151483,10.119485,ACT.emit,0.7733
flaming,ELM.fire,0.6422,0.786419,-0.152432,11.688425,STA.illness,0.5929
cloture,CHG.end,0.4344,0.697152,-0.152537,7.025566,WLD.religion,0.4193
mind,BOD.head,0.4184,0.741597,-0.152908,12.180404,FND.mind,0.6462
closure,SOC.obstruct,0.355,0.708377,-0.153085,10.897527,NAT.river,0.6329
chassis,EXS.physical_body,0.5838,0.71164,-0.153464,12.310917,PRP.part,0.8296
wealthiness,STA.wealth,0.5491,0.746949,-0.153751,10.576636,ACT.sit,0.6626
limit,ABS.bound,0.4507,0.709801,-0.15381,16.567273,SOC.official,0.4673
pure tone,PER.sound,0.5673,0.771079,-0.154427,11.635538,PRP.short,0.5319
aesthetic,WLD.art,0.6925,0.6996,-0.154622,11.845331,WLD.nonscience,0.7189
spot,SOC.work,0.3673,0.740356,-0.154724,10.342231,COG.think,0.52
perseverance,CHG.stay,0.3765,0.788084,-0.154943,13.224724,PRP.single,0.4944
peach,VAL.beauty,0.4716,0.805641,-0.155046,10.759508,PRP.strong,0.5373
visible light,ELM.light,0.579,0.751769,-0.155563,7.920561,ACT.sit,0.5513
dish,VAL.beauty,0.4716,0.714954,-0.156117,12.688417,MAT.tool,0.642
sectionalisation,COG.separate,0.6943,0.466592,-0.15621,11.762367,WLD.realm,0.7664
vigour,EXS.vitality,0.4195,0.809448,-0.156455,10.600792,PRP.small,0.6769
interrogation,EMO.doubt,0.5596,0.72491,-0.156692,9.034492,LOG.cause,0.3243
trick,VAL.falsehood,0.4152,0.752483,-0.156793,8.114498,COM.conflict,0.4151
